"500062","Aquarium Temperature Controllers","Регулятори температури для акваріумів"
"5161","Aquarium Water Treatments","Засоби для обробки води в акваріумі"
"3238","Aquariums","Акваріуми"
"6085","Aquatic Plant Fertilizers","Добрива для водних рослин"
"6403","Fish Feeders","Годівниці для риб"
"5024","Fish Food","Корм для риб"
"6983","Pet Agility Equipment","Обладнання для тренування спритності домашніх тварин"
"6811","Pet Apparel Hangers","Вішалки для одягу домашніх тварин"
"500084","Pet Bed Accessories","Аксесуари для ліжек домашніх тварин"
"5092","Pet Bells & Charms","Дзвіночки та брелоки для домашніх тварин"
"6978","Pet Biometric Monitors","Біометричні монітори для домашніх тварин"
"6980","Pet Glucose Meters","Глюкометри для домашніх тварин"
"6982","Pet Pedometers","Педометри для домашніх тварин"
"6981","Pet Thermometers","Термометри для домашніх тварин"
"7143","Pet Bowl Mats","Килимки для мисок домашніх тварин"
"8513","Pet Bowl Stands","Підставки для мисок домашніх тварин"
"6252","Pet Bowls, Feeders & Waterers","Миски, кормушки та поїлки для домашніх тварин"
"500026","Pet Carrier & Crate Accessories","Аксесуари для переносок та кліток для домашніх тварин"
"6251","Pet Carriers & Crates","Переноски та клітки для домашніх тварин"
"6250","Pet Collars & Harnesses","Ошийники та ремені для домашніх тварин"
"6321","Pet Containment Systems","Системи обмеження руху домашніх тварин"
"505811","Pet Door Accessories","Аксесуари для дверцят для домашніх тварин"
"4497","Pet Doors","Дверцята для домашніх тварин"
"8050","Pet Eye Drops & Lubricants","Краплі та змащувальні засоби для очей домашніх тварин"
"8068","Pet First Aid & Emergency Kits","Аптечки першої допомоги та аварійні набори для домашніх тварин"
"6248","Pet Flea & Tick Control","Засоби від блох та кліщів для домашніх тварин"
"5162","Pet Food Containers","Контейнери для корму домашніх тварин"
"5163","Pet Food Scoops","Лопатки для корму домашніх тварин"
"6383","Pet Grooming Supplies","Товари для грумінгу домашніх тварин"
"6385","Pet Combs & Brushes","Гребінці та щітки для домашніх тварин"
"503733","Pet Fragrances & Deodorizing Sprays","Парфуми та дезодоруючі спреї для домашніх тварин"
"6384","Pet Hair Clippers & Trimmers","Машинки та тримери для стрижки волосся домашніх тварин"
"8167","Pet Hair Dryers","Фени для сушіння волосся домашніх тварин"
"7318","Pet Nail Polish","Лак для нігтів домашніх тварин"
"7319","Pet Nail Tools","Інструменти для догляду за нігтями домашніх тварин"
"6406","Pet Shampoo & Conditioner","Шампуні та кондиціонери для домашніх тварин"
"499917","Pet Wipes","Серветки для домашніх тварин"
"500110","Pet Heating Pad Accessories","Аксесуари до підігрівальних килимків для домашніх тварин"
"499743","Pet Heating Pads","Підігрівальні килимки для домашніх тварин"
"5093","Pet ID Tags","Ідентифікаційні бирки для домашніх тварин"
"6253","Pet Leash Extensions","Продовжувачі для повідків домашніх тварин"
"6249","Pet Leashes","Повідки для домашніх тварин"
"5145","Pet Medical Collars","Медичні нашийники для домашніх тварин"
"6861","Pet Medical Tape & Bandages","Медичні стрічки та бинти для домашніх тварин"
"5086","Pet Medicine","Ветеринарні ліки"
"5144","Pet Muzzles","Намордники для домашніх тварин"
"7144","Pet Oral Care Supplies","Засоби для догляду за порожниною рота домашніх тварин"
"5087","Pet Playpens","Вигульні майданчики для домашніх тварин"
"6973","Pet Steps & Ramps","Сходи та пандуси для домашніх тварин"
"6276","Pet Strollers","Візки для домашніх тварин"
"7396","Pet Sunscreen","Сонцезахисні засоби для домашніх тварин"
"505314","Pet Training Aids","Прилади для дресури домашніх тварин"
"505313","Pet Training Clickers & Treat Dispensers","Клікери та диспенсери для ласощів для дресури домашніх тварин"
"505304","Pet Training Pad Holders","Тримачі для підкладок для дресури домашніх тварин"
"6846","Pet Training Pads","Підкладки для дресури домашніх тварин"
"505311","Pet Training Sprays & Solutions","Спреї та розчини для дресури домашніх тварин"
"5081","Pet Vitamins & Supplements","Вітаміни та добавки для домашніх тварин"
"502982","Pet Waste Bag Dispensers & Holders","Диспенсери та тримачі для пакетів для відходів домашніх тварин"
"8070","Pet Waste Bags","Пакети для відходів домашніх тварин"
"505297","Pet Waste Disposal Systems & Tools","Системи та інструменти для утилізації відходів домашніх тварин"
"7","Reptile & Amphibian Supplies","Товари для рептилій та амфібій"
"5026","Reptile & Amphibian Food","Корм для рептилій та амфібій"
"5027","Reptile & Amphibian Habitat Accessories","Аксесуари для місць проживання рептилій та амфібій"
"5028","Reptile & Amphibian Habitat Heating & Lighting","Обігрів та освітлення для місць проживання рептилій та амфібій"
"5029","Reptile & Amphibian Habitats","Місця проживання рептилій та амфібій"
"5030","Reptile & Amphibian Substrates","Субстрати для рептилій та амфібій"
"5013","Small Animal Supplies","Товари для маленьких тварин"
"5014","Small Animal Bedding","Постіль для маленьких тварин"
"5015","Small Animal Food","Корм для маленьких тварин"
"5016","Small Animal Habitat Accessories","Аксесуари для місць проживання маленьких тварин"
"5017","Small Animal Habitats & Cages","Місця проживання та клітки для маленьких тварин"
"7517","Small Animal Treats","Ласощі для маленьких тварин"
"8474","Vehicle Pet Barriers","Бар'єри для тварин у автомобілі"
"166","Apparel & Accessories","Одяг та аксесуари"
"1604","Clothing","Одяг"
"5322","Activewear","Спортивний одяг"
"3951","American Football Pants","Штани для американського футболу"
"5697","Bicycle Activewear","Спортивний одяг для велосипедистів"
"3128","Bicycle Bibs","Велосипедні нагрудники"
"3455","Bicycle Jerseys","Велосипедні майки"
"3188","Bicycle Shorts & Briefs","Велосипедні шорти та труси"
"6087","Bicycle Skinsuits","Велосипедні комбінезони"
"3729","Bicycle Tights","Велосипедні легінси"
"5378","Boxing Shorts","Боксерські шорти"
"499979","Dance Dresses, Skirts & Costumes","Танцювальні сукні, спідниці та костюми"
"5460","Hunting Clothing","Мисливський одяг"
"5462","Ghillie Suits","Камуфляжні костюми ""Гіллі"""
"5461","Hunting & Fishing Vests","Мисливські та рибальські жилети"
"5552","Hunting & Tactical Pants","Мисливські та тактичні штани"
"5379","Martial Arts Shorts","Шорти для бойових мистецтв"
"5517","Motorcycle Protective Clothing","Захисний одяг для мотоциклістів"
"6006","Motorcycle Jackets","Мотоциклетні куртки"
"7003","Motorcycle Pants","Мотоциклетні штани"
"5463","Motorcycle Suits","Мотоциклетні костюми"
"5555","Paintball Clothing","Одяг для пейнтболу"
"182","Baby & Toddler Clothing","Одяг для дітей та малюків"
"5408","Baby & Toddler Bottoms","Нижня білизна для дітей та малюків"
"5549","Baby & Toddler Diaper Covers","Покривала для підгузків для дітей та малюків"
"5424","Baby & Toddler Dresses","Сукні для дітей та малюків"
"5425","Baby & Toddler Outerwear","Верхній одяг для дітей та малюків"
"5622","Baby & Toddler Outfits","Одяг для немовлят та малюків"
"5412","Baby & Toddler Sleepwear","Нічний одяг для немовлят та малюків"
"5423","Baby & Toddler Socks & Tights","Шкарпетки та колготки для немовлят та малюків"
"5409","Baby & Toddler Swimwear","Купальники для немовлят та малюків"
"5410","Baby & Toddler Tops","Верхній одяг для немовлят та малюків"
"5411","Baby One-Pieces","Комбінезони для немовлят"
"5621","Toddler Underwear","Дитяча білизна для малюків"
"2271","Dresses","Сукні"
"5182","One-Pieces","Однодетальні купальники"
"5250","Jumpsuits & Rompers","Комбінезони та ромпери"
"5490","Leotards & Unitards","Леотарди та унітарди"
"7132","Overalls","Комбінезони"
"203","Outerwear","Верхній одяг"
"5506","Chaps","Штани-чапси"
"5598","Coats & Jackets","Пальта та куртки"
"5514","Rain Pants","Дощові штани"
"3066","Rain Suits","Дощовики"
"5909","Snow Pants & Suits","Штани та костюми для снігу"
"1831","Vests","Жилети"
"7313","Outfit Sets","Комплекти одягу"
"204","Pants","Брюки"
"212","Shirts & Tops","Сорочки та топи"
"207","Shorts","Шорти"
"1581","Skirts","Спідниці"
"6229","Knee-Length Skirts","Юбки до колін"
"6228","Long Skirts","Довгі спідниці"
"2331","Mini Skirts","Міні-спідниці"
"5344","Skorts","Юбки-шорти"
"208","Sleepwear & Loungewear","Нічна білизна та домашній одяг"
"5713","Loungewear","Одяг для відпочинку"
"5513","Nightgowns","Нічні сорочки"
"2580","Pajamas","Піжами"
"2302","Robes","Халати"
"1594","Suits","Костюми"
"5183","Pant Suits","Костюми-брюки"
"1516","Skirt Suits","Костюми з спідницею"
"1580","Tuxedos","Смокінги"
"211","Swimwear","Купальники"
"5388","Traditional & Ceremonial Clothing","Традиційний та церемоніальний одяг"
"6031","Dirndls","Дірндли"
"5674","Hakama Trousers","Штани хакама"
"6227","Japanese Black Formal Wear","Японський чорний офіційний одяг"
"5673","Kimono Outerwear","Кімоно верхнього одягу"
"5678","Haori Jackets","Жакети Хаорі"
"5677","Kimono Coats","Кімоно-пальто"
"5343","Kimonos","Кімоно"
"5684","Bridal Kimonos","Кімоно для нареченої"
"5683","Casual Kimonos","Повсякденні кімоно"
"5682","Furisode Kimonos","Кімоно Фурісоде"
"5681","Iromuji Kimonos","Кімоно Іромуї"
"5680","Komon Kimonos","Кімоно Комон"
"5679","Tomesode & Houmongi Kimonos","Кімоно Томесоде та Хоумонгі"
"5483","Religious Ceremonial Clothing","Релігійний обрядовий одяг"
"8149","Baptism & Communion Dresses","Сукні для хрещення та причастя"
"8248","Saris & Lehengas","Сарі та легенги"
"7281","Traditional Leather Pants","Традиційні шкіряні штани"
"5676","Yukata","Юката"
"213","Underwear & Socks","Білизна та шкарпетки"
"7207","Bra Accessories","Аксесуари для бюстгальтера"
"7208","Bra Strap Pads","Накладки на бретелі бюстгальтера"
"7211","Bra Straps & Extenders","Бретелі та подовжувачі для бюстгальтера"
"7210","Breast Enhancing Inserts","Вкладиші для збільшення грудей"
"7209","Breast Petals & Concealers","Пелюстки та камуфляж для грудей"
"214","Bras","Бюстгальтери"
"215","Hosiery","Панчохи"
"5327","Jock Straps","Спортивні пахові підтримувачі"
"1772","Lingerie","Жіноча білизна"
"2563","Lingerie Accessories","Аксесуари для білизни"
"2160","Garter Belts","Пояси для підтяжок"
"1675","Garters","Підв'язки"
"1807","Long Johns","Термобілизна"
"2963","Petticoats & Pettipants","Спідниці та підштаники"
"1578","Shapewear","Коригувальне білизна"
"209","Socks","Носки"
"2745","Undershirts","Майки"
"2562","Underwear","Білизна"
"5834","Underwear Slips","Комбінації"
"2306","Uniforms","Уніформа"
"5484","Contractor Pants & Coveralls","Робочі штани та комбінезони"
"5878","Flight Suits","Костюми для польотів"
"7235","Food Service Uniforms","Уніформа для обслуговування їжі"
"7237","Chef's Hats","Кухарські капелюхи"
"2396","Chef's Jackets","Кухарські жакети"
"7236","Chef's Pants","Кухарські штани"
"5949","Military Uniforms","Військова форма"
"206","School Uniforms","Шкільна форма"
"3414","Security Uniforms","Охоронні форми"
"3598","Sports Uniforms","Спортивна форма"
"3888","American Football Uniforms","Уніформа для американського футболу"
"3191","Baseball Uniforms","Бейсбольна форма"
"3439","Basketball Uniforms","Баскетбольна форма"
"3683","Cheerleading Uniforms","Уніформа для чирлідінгу"
"3724","Cricket Uniforms","Форма для крикету"
"3958","Hockey Uniforms","Хокейна форма"
"4003","Martial Arts Uniforms","Форма для бойових мистецтв"
"3253","Officiating Uniforms","Форма для суддів"
"5564","Soccer Uniforms","Футбольна форма"
"3379","Softball Uniforms","Форма для софтболу"
"3852","Wrestling Uniforms","Уніформа для боротьби"
"2292","White Coats","Білі халати"
"5441","Wedding & Bridal Party Dresses","Весільні та наречених плаття"
"5330","Bridal Party Dresses","Сукні для весільної вечірки"
"5329","Wedding Dresses","Весільні плаття"
"167","Clothing Accessories","Аксесуари для одягу"
"5942","Arm Warmers & Sleeves","Нарукавники та знімні рукави"
"5422","Baby & Toddler Clothing Accessories","Аксесуари для одягу для дітей та малюків"
"5623","Baby & Toddler Belts","Ремені для дітей та малюків"
"5624","Baby & Toddler Gloves & Mittens","Рукавички та рукавиці для дітей та малюків"
"5625","Baby & Toddler Hats","Капелюхи для дітей та малюків"
"5626","Baby Protective Wear","Захисний одяг для немовлят"
"1786","Balaclavas","Балаклави"
"168","Bandanas & Headties","Бандани та головні пов'язки"
"543586","Bandanas","Бандани"
"543587","Hair Care Wraps","Хустки для догляду за волоссям"
"3913","Belt Buckles","Пряжки для ременів"
"169","Belts","Ремені"
"5443","Bridal Accessories","Аксесуари для нареченої"
"5446","Bridal Veils","Весільні фати"
"6985","Button Studs","Заклепки-кнопки"
"6984","Collar Stays","Кісточки для комірців"
"193","Cufflinks","Запонки"
"5114","Decorative Fans","Декоративні віяла"
"6238","Earmuffs","Вушники"
"170","Gloves & Mittens","Рукавички та рукавиці"
"171","Hair Accessories","Аксесуари для волосся"
"8451","Hair Bun & Volume Shapers","Формувачі для пучків та об'єму волосся"
"2477","Hair Combs","Гребінці для волосся"
"4057","Hair Extensions","Накладне волосся"
"1948","Hair Forks & Sticks","Вилки та палички для волосся"
"6183","Hair Nets","Сітки для волосся"
"502988","Hair Pins, Claws & Clips","Шпильки, кліпси та ""краби"" для волосся"
"543646","Barrettes","Заколки"
"543645","Hair Claws & Clips","Заколки та кліпси для волосся"
"543644","Hair Pins","Шпильки для волосся"
"5915","Hair Wreaths","Вінки для волосся"
"1662","Headbands","Обручі для волосся"
"1483","Ponytail Holders","Резинки для волосся"
"5914","Tiaras","Тіари"
"7305","Wig Accessories","Аксесуари для париків"
"7307","Wig Caps","Шапочки для париків"
"7306","Wig Glue & Tape","Клей та стрічка для париків"
"181","Wigs","Парики"
"7133","Hand Muffs","Рукавички-муфти"
"5207","Handkerchiefs","Носовички"
"173","Hats","Капелюхи"
"2020","Headwear","Головні убори"
"7054","Fascinators","Фасцинатори"
"1922","Headdresses","Декоративні головні убори"
"5939","Turbans","Тюрбани"
"5941","Leg Warmers","Гетри"
"6268","Leis","Гавайські вінки"
"502987","Maternity Belts & Support Bands","Пояси та підтримувальні бандажі для вагітних"
"7230","Neck Gaiters","Шиїники"
"176","Neckties","Галстуки"
"4179","Pinback Buttons","Значки з булавкою"
"499972","Sashes","Пояси"
"177","Scarves & Shawls","Шарфи та платки"
"543673","Scarves","Шарфи"
"543674","Shawls","Шали"
"178","Sunglasses","Сонцезахисні окуляри"
"179","Suspenders","Підтяжки"
"180","Tie Clips","Зажими для краваток"
"5390","Traditional Clothing Accessories","Аксесуари до традиційного одягу"
"5688","Kimono Underclothes","Нижня білизна кімоно"
"5686","Obi Accessories","Аксесуари для обі"
"5687","Obis","Обі"
"5685","Tabi Socks","Шкарпетки ""табі"""
"1893","Wristbands","Напульсники"
"184","Costumes & Accessories","Костюми та аксесуари"
"5192","Costume Accessories","Аксесуари для костюмів"
"7304","Bald Caps","Капсули для імітації лисини"
"8017","Costume Accessory Sets","Набори аксесуарів для костюмів"
"5907","Costume Capes","Костюмні накидки"
"8200","Costume Gloves","Костюмні рукавички"
"5426","Costume Hats","Костюмні капелюхи"
"500118","Costume Special Effects","Спецефекти для костюмів"
"500008","Costume Tobacco Products","Тютюнові вироби для костюмів"
"8018","Pretend Jewelry","Іграшкові прикраси"
"5387","Costume Shoes","Костюмне взуття"
"5193","Costumes","Карнавальні костюми"
"5194","Masks","Маски"
"6552","Handbag & Wallet Accessories","Аксесуари для сумок та гаманців"
"6460","Checkbook Covers","Обкладинки для чекових книжок"
"175","Keychains","Брелоки для ключів"
"6277","Lanyards","Шнурки для бейджів"
"5841","Wallet Chains","Ланцюжки для гаманців"
"6551","Handbags, Wallets & Cases","Сумки, гаманці та чохли"
"6170","Badge & Pass Holders","Бейдж-тримачі та обкладинки для пропусків"
"6169","Business Card Cases","Кейси для візиток"
"3032","Handbags","Дамські сумки"
"2668","Wallets & Money Clips","Гаманці та грошові кліпси"
"188","Jewelry","Ювелірні вироби"
"189","Anklets","Браслети на ногу"
"190","Body Jewelry","Біжутерія для тіла"
"191","Bracelets","Браслети"
"197","Brooches & Lapel Pins","Брошки та значки на підкладці"
"192","Charms & Pendants","Прикраси та підвіски"
"194","Earrings","Сережки"
"6463","Jewelry Sets","Комплекти ювелірних виробів"
"196","Necklaces","Намиста"
"200","Rings","Перстні"
"5122","Watch Accessories","Аксесуари для годинників"
"5123","Watch Bands","Ремінці для годинників"
"7471","Watch Stickers & Decals","Наклейки та декали для годинників"
"6870","Watch Winders","Відмотувачі для годинників"
"201","Watches","Наручні та карманні годинники"
"1933","Shoe Accessories","Аксесуари для взуття"
"5567","Boot Liners","Вкладиші для чобіт"
"7078","Gaiters","Гамаши"
"5385","Shoe Covers","Чохли для взуття"
"1856","Shoelaces","Шнурівки"
"2427","Spurs","Шпори"
"187","Shoes","Взуття"
"8","Arts & Entertainment","Мистецтво та розваги"
"499969","Event Tickets","Квитки на події"
"5710","Hobbies & Creative Arts","Хобі та творчі мистецтва"
"16","Arts & Crafts","Мистецтво та ремесла"
"505370","Art & Craft Kits","Набори для мистецтва та ремесел"
"505374","Candle Making Kits","Набори для виготовлення свічок"
"4778","Drawing & Painting Kits","Набори для малювання та живопису"
"6382","Fabric Repair Kits","Набори для ремонту тканини"
"6989","Incense Making Kits","Набори для виготовлення ладану"
"502979","Jewelry Making Kits","Набори для виготовлення ювелірних виробів"
"6829","Mosaic Kits","Набори для мозаїки"
"7096","Needlecraft Kits","Набори для вишивання"
"503758","Scrapbooking & Stamping Kits","Набори для скрапбукінгу та тиснення"
"4986","Toy Craft Kits","Набори для творчості"
"505372","Art & Crafting Materials","Художні та ремісничі матеріали"
"24","Art & Craft Paper","Папір для мистецтва та ремесел"
"505399","Cardstock & Scrapbooking Paper","Картон та папір для скрапбукінгу"
"543510","Cardstock","Картон"
"543511","Scrapbooking Paper","Папір для скрапбукінгу"
"2532","Construction Paper","Будівельний папір"
"8168","Craft Foil","Фольга для рукоділля"
"505400","Drawing & Painting Paper","Папір для малювання та живопису"
"2967","Origami Paper","Папір для орігамі"
"6110","Transfer Paper","Папір для трансферу"
"2741","Vellum Paper","Пергаментний папір"
"505380","Craft Fasteners & Closures","Застібки та замки для рукоділля"
"4226","Buttons & Snaps","Кнопки та защіпки"
"505408","Clasps & Hooks","Застібки та гачки"
"505409","Eyelets & Grommets","Люверси та окачки"
"6145","Hook and Loop Fasteners","Липучки"
"500056","Zipper Pulls","Бігунки для блискавок"
"4174","Zippers","Блискавки"
"505378","Craft Paint, Ink & Glaze","Фарби, чорнило та глазур для рукоділля"
"505417","Art & Craft Paint","Художня та реміснича фарба"
"500094","Art Fixatives","Фіксатори для малюнків"
"505416","Art Ink","Художні чорнила"
"499879","Ceramic & Pottery Glazes","Глазурі для кераміки та гончарних виробів"
"505415","Craft Dyes","Барвники для рукоділля"
"505414","Ink Pads","Подушечки для чорнила"
"6558","Paint Mediums","Медіуми для фарб"
"505381","Craft Shapes & Bases","Форми та основи для рукоділля"
"6117","Craft Foam & Styrofoam","Пінопласт та стіродур для рукоділля"
"505404","Craft Wood & Shapes","Дерево та форми для рукоділля"
"505403","Papier Mache Shapes","Форми з пап'є-маше"
"504419","Wreath & Floral Frames","Вінки та квіткові рамки"
"505376","Crafting Adhesives & Magnets","Клей та магніти для рукоділля"
"503745","Craft & Office Glue","Клей для рукоділля та офісу"
"36","Craft Magnets","Магніти для рукоділля"
"505419","Decorative Tape","Декоративна стрічка"
"7192","Floral Tape","Флористична стрічка"
"6418","Fusible Tape","Плавкий скотч"
"505382","Crafting Fibers","Волокна для рукоділля"
"6540","Jewelry & Beading Cord","Шнури для бісеру та ювелірних виробів"
"49","Thread & Floss","Нитки та муліне"
"6140","Unspun Fiber","Неспрядена волокно"
"2669","Yarn","Пряжа"
"505377","Crafting Wire","Дріт для рукоділля"
"5062","Craft Pipe Cleaners","Чистильники для трубок в рукоділлі"
"505418","Floral Wire","Флористичний дріт"
"6102","Jewelry & Beading Wire","Дріт для бісеру та ювелірних виробів"
"505379","Embellishments & Trims","Декоративні елементи та облямівки"
"6955","Appliques & Patches","Аплікації та нашивки"
"32","Beads","Намистини"
"505413","Bows & Yo-Yos","Бантики та йо-йо"
"4054","Decorative Stickers","Декоративні наклейки"
"6146","Elastic","Еластичні стрічки"
"505411","Feathers","Пір'я"
"5996","Jewelry Findings","Фурнітура для ювелірних виробів"
"198","Loose Stones","Вільні камені"
"5982","Rhinestones & Flatbacks","Стрази та плоскі камені"
"505412","Ribbons & Trim","Стрічки та облямівки"
"505410","Sequins & Glitter","Паєтки та блискітки"
"1927","Sew-in Labels","Вшивні етикетки"
"6121","Embossing Powder","Порошок для тиснення"
"6142","Filling & Padding Material","Матеріал для наповнення та упаковки"
"505407","Batting & Stuffing","Набивка та наповнювач"
"505406","Filling Pellets","Гранули для наповнення"
"505405","Pillow Forms","Форми для подушок"
"505383","Leather & Vinyl","Шкіра та вініл"
"44","Pottery & Sculpting Materials","Матеріали для гончарства та скульптури"
"3692","Clay & Modeling Dough","Глина та пластилін для моделювання"
"543628","Clay","Глина"
"543629","Modeling Dough","Пластилін для моделювання"
"505401","Papier Mache Mixes","Суміші для пап'є-маше"
"505804","Plaster Gauze","Гіпсовий бинт"
"505402","Pottery Slips","Глиняні шліфи"
"505375","Raw Candle Wax","Сира воскова свічка"
"505384","Textiles","Текстиль"
"505397","Crafting Canvas","Холст для рукоділля"
"505398","Needlecraft Canvas","Полотно для вишивання"
"19","Painting Canvas","Полотно для живопису"
"6144","Plastic Canvas","Пластикове полотно"
"47","Fabric","Тканина"
"7076","Interfacing","Інтерфейси"
"505396","Printable Fabric","Тканина для друку"
"7403","Wick Tabs","Основи для фітелів"
"7402","Wicks","Фітелі"
"504643","Art & Crafting Tool Accessories","Аксесуари для художніх та ремісничих інструментів"
"232168","Craft Knife Blades","Леза для ножів рукоділля"
"4580","Craft Machine Cases & Covers","Чохли та обкладинки для машин рукоділля"
"505286","Sewing Machine Extension Tables","Розкладні столи для швейних машин"
"5120","Sewing Machine Feet","Лапки для швейних машин"
"503348","Sewing Machine Replacement Parts","Запасні частини для швейних машин"
"6136","Spinning Wheel Accessories","Аксесуари для прядильних веретен"
"499918","Stamp Blocks","Блоки для штампів"
"504639","Art & Crafting Tools","Інструменти для мистецтва та ремесел"
"6152","Blocking Mats","Мати для блокування"
"6151","Blocking Wires","Дроти для блокування"
"505391","Color Mixing Tools","Інструменти для змішування кольорів"
"1653","Palette Knives","Ножі для палітри"
"1719","Palettes","Палітри"
"504640","Craft Cutting & Embossing Tools","Інструменти для різання та тиснення в рукоділлі"
"504641","Craft & Office Scissors","Ножиці для рукоділля та офісу"
"504642","Craft Cutters & Embossers","Різаки та тиснільні пристрої для рукоділля"
"5136","Craft Knives","Ножі для рукоділля"
"6119","Craft Scoring Tools","Інструменти для надрізу в рукоділлі"
"7340","Embossing Heat Tools","Інструменти для термовидавлювання"
"6122","Embossing Pens & Styluses","Ручки та стилуси для тиснення"
"6161","Seam Rippers","Розпаркувачі швів"
"6447","Thread & Yarn Cutters","Ножиці для ниток та пряжі"
"505386","Craft Decoration Makers","Пристрої для виготовлення декору в рукоділлі"
"505392","Craft Measuring & Marking Tools","Інструменти для вимірювання та маркування в рукоділлі"
"18","Art Brushes","Художні пензлі"
"6126","Brayer Rollers","Ролики Бреєра"
"4032","Decorative Stamps","Декоративні штампи"
"3083","Drafting Compasses","Компаси для креслення"
"6125","Screen Printing Squeegees","Шпатель для шовкотрафаретного друку"
"5883","Stencil Machines","Машини для трафаретів"
"2671","Stencils & Die Cuts","Трафарети та форми для вирізання"
"6160","Stitch Markers & Counters","Маркери та лічильники для швів"
"6157","Textile Art Gauges & Rulers","Лінійки та мірні прилади для текстильного мистецтва"
"505420","Wood Burning Tools","Інструменти для пірографії"
"5137","Cutting Mats","Килимики для різання"
"6150","Dress Forms","Манекени для одягу"
"6133","Felting Pads & Mats","Підкладки та килимики для валяння"
"6158","Frames, Hoops & Stretchers","Рамки, обручі та розтяжки"
"4073","Glue Guns","Пістолети для клею"
"5921","Light Boxes","Світлові коробки"
"505393","Needles & Hooks","Голки та гачки"
"6127","Crochet Hooks","Гачки для в'язання"
"5992","Hand-Sewing Needles","Голки для ручного шиття"
"6139","Knitting Needles","Спиці для в'язання"
"6168","Latch & Locker Hooks","Замки та гачки для шаф"
"4579","Sewing Machine Needles","Голки для швейних машин"
"6101","Safety Pins","Булавки"
"6159","Straight Pins","Прямі шпильки"
"505388","Textile Craft Machines","Машини для текстильних ремесел"
"6134","Felting Needles & Machines","Голки та машини для валяння"
"505422","Hand Looms","Ручні ткацькі верстати"
"505421","Mechanical Looms","Механічні ткацькі верстати"
"615","Sewing Machines","Швейні машини"
"6137","Spinning Wheels","Прядильні веретена"
"6156","Thimbles & Sewing Palms","Наперстки та швейні долоні"
"543639","Sewing Palms","Швейні напальчники"
"543638","Thimbles","Наперстки"
"505387","Thread & Yarn Tools","Інструменти для ниток та пряжі"
"6164","Fiber Cards & Brushes","Щітки та карти для волокна"
"6138","Hand Spindles","Ручні веретена"
"6163","Needle Threaders","Ниткопроводи"
"6155","Thread & Yarn Guides","Направляючі для ниток та пряжі"
"6154","Thread & Yarn Spools","Бобіни для ниток та пряжі"
"6153","Thread, Yarn & Bobbin Winders","Моталки для ниток, пряжі та бобін"
"6167","Weaving Beaters","Бійки для ткацтва"
"6166","Weaving Shuttles","Човники для ткацтва"
"505369","Craft Organization","Органайзери для рукоділля"
